company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
PTT Exploration and Production PCL,4295892969,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,610,31/12/2016,257,P1Y,Clarity AI,31/12/2016 0:00,E,Thailand
Impala Platinum Holdings Ltd,4295889091,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,34847,31/12/2022,257,P1Y,Clarity AI,31/12/2022 0:00,E,South Africa
Gildan Activewear Inc,5000631312,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,338,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Shun Tak Holdings Ltd,4295871257,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.509,31/12/2022,257,P1Y,Clarity AI,31/12/2022 0:00,E,"Hong Kong SAR, China"
Kimberly-Clark Corp,4295904369,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1638,31/12/2017,257,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Havells India Ltd,4295873645,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.18,31/12/2020,257,P1Y,Clarity AI,,E,India
Impala Platinum Holdings Ltd,4295889091,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,59999,31/12/2019,257,P1Y,Clarity AI,,E,South Africa
Hysan Development Co Ltd,4295871280,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.00E-05,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,"Hong Kong SAR, China"
Petroleo Brasileiro SA Petrobras,4295859763,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,92294.52,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,Brazil
Petroleo Brasileiro SA Petrobras,4295859763,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,135500,31/12/2017,257,P1Y,Clarity AI,31/12/2017 0:00,E,Brazil
Hysan Development Co Ltd,4295871280,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,257,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Impala Platinum Holdings Ltd,4295889091,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64173,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
MOL Magyar Olajes Gazipari Nyrt,4295872095,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8131,31/12/2018,257,P1Y,Clarity AI,,E,Hungary
Kimberly-Clark Corp,4295904369,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1689,31/12/2016,257,P1Y,Clarity AI,,E,United States
Kao Corp,4295877427,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47.9,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,Japan
Biogen Inc,4295906748,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.9,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Asian Paints Ltd,4295873051,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.07E-05,31/12/2023,257,P1Y,Clarity AI,31/12/2023 0:00,E,India
Shun Tak Holdings Ltd,4295871257,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.664,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,"Hong Kong SAR, China"
Kao Corp,4295877427,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,125,31/12/2019,257,P1Y,Clarity AI,,E,Japan
Shun Tak Holdings Ltd,4295871257,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8.36,31/12/2020,257,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Gildan Activewear Inc,5000631312,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,343.9,31/12/2020,257,P1Y,Clarity AI,,E,Canada
Kimberly-Clark Corp,4295904369,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,42,31/12/2020,257,P1Y,Clarity AI,,E,United States
MOL Magyar Olajes Gazipari Nyrt,4295872095,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7077,31/12/2016,257,P1Y,Clarity AI,,E,Hungary
Shun Tak Holdings Ltd,4295871257,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,125.046,31/12/2017,257,P1Y,Clarity AI,31/12/2017 0:00,E,"Hong Kong SAR, China"
PTT Exploration and Production PCL,4295892969,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,882,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
Kimberly-Clark Corp,4295904369,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1692,31/12/2018,257,P1Y,Clarity AI,,E,United States
Infineon Technologies AG,4295870063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.33,31/12/2018,256,P1Y,Clarity AI,,E,Germany
Infineon Technologies AG,4295870063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.32,31/12/2021,256,P1Y,Clarity AI,31/12/2021 0:00,E,Germany
Infineon Technologies AG,4295870063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.42,31/12/2016,256,P1Y,Clarity AI,,E,Germany
Johnson & Johnson,4295904341,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53,31/12/2021,256,P1Y,Clarity AI,31/12/2021 0:00,E,United States
ZTE Corp,4295865240,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.18,31/12/2021,256,P1Y,Clarity AI,31/12/2021 0:00,E,China
Infineon Technologies AG,4295870063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.03,31/12/2019,256,P1Y,Clarity AI,,E,Germany
Infineon Technologies AG,4295870063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.176,31/12/2017,256,P1Y,Clarity AI,,E,Germany
Infineon Technologies AG,4295870063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.65,31/12/2020,256,P1Y,Clarity AI,,E,Germany
NVIDIA Corp,4295914405,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.08,31/12/2020,256,P1Y,Clarity AI,,E,United States
Sunrun Inc,5000454292,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6250,31/12/2020,256,P1Y,Clarity AI,,E,United States
ZTE Corp,4295865240,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.33,31/12/2020,256,P1Y,Clarity AI,,E,China
Johnson & Johnson,4295904341,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,65,31/12/2020,256,P1Y,Clarity AI,,E,United States
ING Bank Slaski SA,4295886387,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.05209,31/12/2022,256,P1Y,Clarity AI,31/12/2022 0:00,E,Poland
NVIDIA Corp,4295914405,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.16,31/12/2021,256,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Johnson & Johnson,4295904341,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57,31/12/2022,256,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Suncor Energy Inc,4295861310,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20500,31/12/2018,255,P1Y,Clarity AI,,E,Canada
Vale Indonesia Tbk PT,4295874391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,50666,31/12/2021,255,P1Y,Clarity AI,31/12/2021 0:00,E,Indonesia
ITC Ltd,4295872425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,887,31/12/2020,255,P1Y,Clarity AI,,E,India
Holmen AB,4295890003,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,49,31/12/2022,255,P1Y,Clarity AI,31/12/2022 0:00,E,Sweden
ITC Ltd,4295872425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,985,31/12/2019,255,P1Y,Clarity AI,,E,India
Alcoa Corp,5051045063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47500,31/12/2017,255,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Suncor Energy Inc,4295861310,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,21100,31/12/2016,255,P1Y,Clarity AI,,E,Canada
Holmen AB,4295890003,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,59,31/12/2019,255,P1Y,Clarity AI,,E,Sweden
Holmen AB,4295890003,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48,31/12/2017,255,P1Y,Clarity AI,,E,Sweden
ITC Ltd,4295872425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1239,31/12/2016,255,P1Y,Clarity AI,,E,India
Suncor Energy Inc,4295861310,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20510,31/12/2017,255,P1Y,Clarity AI,31/12/2017 0:00,E,Canada
Suncor Energy Inc,4295861310,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20776,31/12/2019,255,P1Y,Clarity AI,,E,Canada
Holmen AB,4295890003,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41,31/12/2016,255,P1Y,Clarity AI,,E,Sweden
Vale Indonesia Tbk PT,4295874391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57224.77,31/12/2017,255,P1Y,Clarity AI,31/12/2017 0:00,E,Indonesia
Chevron Corp,4295903744,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,70000,31/12/2022,255,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Chevron Corp,4295903744,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36000,31/12/2019,255,P1Y,Clarity AI,,E,United States
Suncor Energy Inc,4295861310,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20150,31/12/2021,255,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Chevron Corp,4295903744,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,40000,31/12/2018,255,P1Y,Clarity AI,,E,United States
Holmen AB,4295890003,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,56,31/12/2018,255,P1Y,Clarity AI,,E,Sweden
Holmen AB,4295890003,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,50,31/12/2021,255,P1Y,Clarity AI,31/12/2021 0:00,E,Sweden
Holmen AB,4295890003,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64,31/12/2020,255,P1Y,Clarity AI,,E,Sweden
Chevron Corp,4295903744,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,52000,31/12/2017,255,P1Y,Clarity AI,,E,United States
ITC Ltd,4295872425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,989,31/12/2018,255,P1Y,Clarity AI,,E,India
Alcoa Corp,5051045063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,50.3,31/12/2020,255,P1Y,Clarity AI,,E,United States
Vale Indonesia Tbk PT,4295874391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57320,31/12/2020,255,P1Y,Clarity AI,,E,Indonesia
ITC Ltd,4295872425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1087,31/12/2017,255,P1Y,Clarity AI,31/12/2017 0:00,E,India
Alcoa Corp,5051045063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,44900,31/12/2019,255,P1Y,Clarity AI,,E,United States
Chevron Corp,4295903744,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,66000,31/12/2016,255,P1Y,Clarity AI,,E,United States
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1711,31/12/2019,254,P1Y,Clarity AI,,E,United States
Nexteer Automotive Group Ltd,5040049273,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.25,31/12/2020,254,P1Y,Clarity AI,,E,United States
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6967.911,31/12/2022,254,P1Y,Clarity AI,31/12/2022 0:00,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,34000,31/12/2020,254,P1Y,Clarity AI,,E,France
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5786.69,31/12/2020,254,P1Y,Clarity AI,,E,Australia
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2987,31/12/2017,254,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.32,31/12/2018,254,P1Y,Clarity AI,,E,United States
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,417,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2019,254,P1Y,Clarity AI,,E,Australia
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2017,254,P1Y,Clarity AI,,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47000,31/12/2017,254,P1Y,Clarity AI,,E,France
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3804,31/12/2016,254,P1Y,Clarity AI,,E,United States
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.33,31/12/2020,254,P1Y,Clarity AI,,E,United States
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2018,254,P1Y,Clarity AI,,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48000,31/12/2018,254,P1Y,Clarity AI,,E,France
American Airlines Group Inc,4295903254,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.7,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4490.406,31/12/2019,254,P1Y,Clarity AI,,E,Australia
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.3,31/12/2016,254,P1Y,Clarity AI,,E,United States
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16000,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,France
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,14.85,31/12/2020,254,P1Y,Clarity AI,,E,"Taiwan, China"
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5992.001,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18.5,31/12/2017,254,P1Y,Clarity AI,31/12/2017 0:00,E,"Taiwan, China"
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.34,31/12/2019,254,P1Y,Clarity AI,,E,United States
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.56,31/12/2020,254,P1Y,Clarity AI,,E,India
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1655,31/12/2018,254,P1Y,Clarity AI,,E,United States
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.34,31/12/2017,254,P1Y,Clarity AI,,E,United States
Hewlett Packard Enterprise Co,5046390586,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18.83,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.01,31/12/2017,254,P1Y,Clarity AI,31/12/2017 0:00,E,India
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.2,31/12/2018,254,P1Y,Clarity AI,,E,India
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2020,254,P1Y,Clarity AI,,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39000,31/12/2019,254,P1Y,Clarity AI,,E,France
American Airlines Group Inc,4295903254,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.4,31/12/2022,254,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.67,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.08,31/12/2022,254,P1Y,Clarity AI,31/12/2022 0:00,E,"Taiwan, China"
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.97,31/12/2019,254,P1Y,Clarity AI,,E,India
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,500,31/12/2020,254,P1Y,Clarity AI,,E,United States
American Airlines Group Inc,4295903254,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.9,31/12/2020,254,P1Y,Clarity AI,,E,United States
Nexteer Automotive Group Ltd,5040049273,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.248114824,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4466,31/12/2016,253,P1Y,Clarity AI,,E,India
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18229,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,France
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6281,31/12/2017,253,P1Y,Clarity AI,,E,Argentina
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,263,31/12/2018,253,P1Y,Clarity AI,,E,Mexico
Dupont De Nemours Inc,5050895314,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Viscofan SA,4295889294,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8789,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,France
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,37,31/12/2017,253,P1Y,Clarity AI,,E,Japan
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,59,31/12/2019,253,P1Y,Clarity AI,,E,Japan
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Germany
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6116,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Argentina
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,54,31/12/2018,253,P1Y,Clarity AI,,E,Japan
CNH Industrial NV,5039844145,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,73,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Netherlands
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6307,31/12/2016,253,P1Y,Clarity AI,,E,Argentina
Harmony Gold Mining Company Ltd,4295889088,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.97,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,Germany
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,924,31/12/2018,253,P1Y,Clarity AI,,E,Italy
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1029,31/12/2018,253,P1Y,Clarity AI,,E,India
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6390,31/12/2018,253,P1Y,Clarity AI,,E,Argentina
Nokia Oyj,4295866480,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.5,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Finland
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6710,31/12/2020,253,P1Y,Clarity AI,,E,Argentina
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1036,31/12/2017,253,P1Y,Clarity AI,,E,Italy
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,115,31/12/2020,253,P1Y,Clarity AI,,E,Japan
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Germany
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,94,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,Mexico
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,718,31/12/2019,253,P1Y,Clarity AI,,E,Italy
Bharat Petroleum Corporation Ltd,4295872490,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8797.21,31/12/2020,253,P1Y,Clarity AI,,E,India
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,263,31/12/2020,253,P1Y,Clarity AI,,E,Mexico
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,603,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10276,31/12/2020,253,P1Y,Clarity AI,,E,France
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,25.8,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Sweden
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,974,31/12/2020,253,P1Y,Clarity AI,,E,India
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,560,31/12/2020,253,P1Y,Clarity AI,,E,Italy
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,60,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Japan
