company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Aceso Life Science Group Ltd,4295864449,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Artgo Holdings Ltd,5040043647,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,58,P1Y,Clarity AI,,E,Cayman Islands
Bay Area Gold Group Ltd,5059998815,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.32,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Central Wealth Group Holdings Ltd,4295870891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Creative Digital Entertainment Ltd,4295870963,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China E-Information Technology Group Ltd,4295871439,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,54,P1Y,Clarity AI,,E,Cayman Islands
China LNG Group Ltd,4295871445,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.01,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Ocean Industry Group Ltd,4295871842,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.4,31/12/2020,48,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Resources Microelectronics Ltd,4295871923,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.5378,31/12/2021,43,P1Y,Clarity AI,31/12/2021 0:00,E,Cayman Islands
China Wood Optimization Holding Ltd,5040929630,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.01,31/12/2020,57,P1Y,Clarity AI,,E,China
China Youran Dairy Group Ltd,5077893758,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10.13558,31/12/2022,38,P1Y,Clarity AI,31/12/2022 0:00,E,
Chunghwa Picture Tubes Ltd,4295892229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10,31/12/2016,57,P1Y,Clarity AI,,E,"Taiwan, China"
Chunghwa Picture Tubes Ltd,4295892229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10,31/12/2017,57,P1Y,Clarity AI,31/12/2017 0:00,E,"Taiwan, China"
Everest Textile Co Ltd,4295891532,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,25.21,31/12/2020,53,P1Y,Clarity AI,,E,"Taiwan, China"
FCC Aqualia SA,5000015603,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.2,31/12/2021,51,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
GTI Holdings Ltd,4295864241,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,54,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Genting Hong Kong Ltd,4295871135,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,672,31/12/2020,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Goldcorp Inc (pre-reincorporation),4295861540,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,40,31/12/2016,53,P1Y,Clarity AI,31/12/2016 0:00,E,Canada
Goldcorp Inc (pre-reincorporation),4295861540,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,60,31/12/2017,53,P1Y,Clarity AI,,E,Canada
Grand Ocean Advanced Resources Co Ltd,4295872040,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Henan Zhongfu Industrial Co Ltd,4295864006,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,710.31,31/12/2020,43,P1Y,Clarity AI,,E,China
Huscoke Holdings Ltd,4295871861,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26.8,31/12/2020,52,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Hydro-Quebec,4295863186,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1129,31/12/2022,39,P1Y,Clarity AI,31/12/2022 0:00,E,Canada
Landeskreditbank Baden Wuerttemberg Foerderbank,4296080185,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10.567,31/12/2022,45,P1Y,Clarity AI,31/12/2022 0:00,E,Germany
North Mining Shares Co Ltd,4295871787,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.01,31/12/2020,45,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Orlen Unipetrol as,4295865833,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3195.35,31/12/2022,42,P1Y,Clarity AI,31/12/2022 0:00,E,Czech Republic
Pertamina (Persero) PT,5000067369,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,582589.95,31/12/2022,45,P1Y,Clarity AI,31/12/2022 0:00,E,Indonesia
RS Energy KK,4295877334,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2694,31/12/2016,52,P1Y,Clarity AI,,E,Japan
RS Energy KK,4295877334,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2250,31/12/2017,52,P1Y,Clarity AI,,E,Japan
Rentian Technology Holdings Ltd,4295871191,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,47,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Rosan Resources Holdings Ltd,5000059643,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,38,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
SK IE Technology Co Ltd,5069469748,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2021,50,P1Y,Clarity AI,31/12/2021 0:00,E,"Korea, Rep."
Seligdar PAO,4298077074,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81,31/12/2020,52,P1Y,Clarity AI,,E,Russian Federation
Spinnova Oyj,5045517671,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2022,39,P1Y,Clarity AI,31/12/2022 0:00,E,Finland
Styland Holdings Ltd,4295871793,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Trinity Ltd,5000458994,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,47,P1Y,Clarity AI,,E,Bermuda
Value Convergence Holdings Ltd,4295871421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2020,54,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Vectren Corp,4295900961,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5559,31/12/2017,44,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Victory City International Holdings Ltd,4295871840,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,67.85,31/12/2020,46,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Youyuan International Holdings Ltd,5000735820,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,149.75,31/12/2020,40,P1Y,Clarity AI,,E,Cayman Islands
Repsol SA,4295889563,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,25190,31/12/2021,347,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Repsol SA,4295889563,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,24360,31/12/2020,347,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.09,31/12/2016,329,P1Y,Clarity AI,,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3351,31/12/2017,329,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4.46,31/12/2020,329,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.1,31/12/2017,329,P1Y,Clarity AI,,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,135,31/12/2021,329,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,141,31/12/2020,329,P1Y,Clarity AI,,E,Spain
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,181100,31/12/2021,306,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,222600,31/12/2016,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,196300,31/12/2020,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,161870,31/12/2022,306,P1Y,Clarity AI,31/12/2022 0:00,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,170700,31/12/2019,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,188600,31/12/2018,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,201600,31/12/2017,306,P1Y,Clarity AI,,E,South Africa
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.56,31/12/2019,304,P1Y,Clarity AI,31/12/2019 0:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.57,31/12/2021,304,P1Y,Clarity AI,31/12/2021 0:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.79,31/12/2018,304,P1Y,Clarity AI,31/12/2018 0:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.52,31/12/2017,304,P1Y,Clarity AI,,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.06,31/12/2020,304,P1Y,Clarity AI,,E,Ireland
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.073,31/12/2019,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2021,302,P1Y,Clarity AI,31/12/2021 0:00,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.378,31/12/2018,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.995,31/12/2017,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.504,31/12/2016,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.09,31/12/2020,302,P1Y,Clarity AI,,E,Netherlands
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,294,31/12/2020,300,P1Y,Clarity AI,,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,227,31/12/2018,300,P1Y,Clarity AI,31/12/2018 0:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,520,31/12/2023,300,P1Y,Clarity AI,31/12/2023 0:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,201,31/12/2021,300,P1Y,Clarity AI,31/12/2021 0:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,276,31/12/2019,300,P1Y,Clarity AI,,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,206,31/12/2017,300,P1Y,Clarity AI,,E,India
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20623,31/12/2016,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11050,31/12/2019,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,21031,31/12/2017,299,P1Y,Clarity AI,31/12/2017 0:00,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10807,31/12/2018,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12476,31/12/2021,299,P1Y,Clarity AI,31/12/2021 0:00,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11127,31/12/2020,299,P1Y,Clarity AI,,E,United States
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,196,31/12/2021,298,P1Y,Clarity AI,31/12/2021 0:00,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,945,31/12/2018,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,810,31/12/2020,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,949,31/12/2019,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,838,31/12/2017,298,P1Y,Clarity AI,31/12/2017 0:00,E,United Kingdom
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9483,31/12/2020,295,P1Y,Clarity AI,,E,Mexico
Canacol Energy Ltd,4296418449,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.95,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,215.06,31/12/2019,295,P1Y,Clarity AI,31/12/2019 0:00,E,Spain
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10399,31/12/2017,295,P1Y,Clarity AI,,E,Mexico
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9833,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Mexico
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7060,31/12/2016,295,P1Y,Clarity AI,,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6240,31/12/2019,295,P1Y,Clarity AI,,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6100,31/12/2022,295,P1Y,Clarity AI,31/12/2022 0:00,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6310,31/12/2020,295,P1Y,Clarity AI,,E,Sweden
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,292.4,31/12/2017,295,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7360,31/12/2017,295,P1Y,Clarity AI,,E,Sweden
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13089,31/12/2016,295,P1Y,Clarity AI,,E,Mexico
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,141.09,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6430,31/12/2021,295,P1Y,Clarity AI,31/12/2021 0:00,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7720,31/12/2018,295,P1Y,Clarity AI,,E,Sweden
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11543,31/12/2018,295,P1Y,Clarity AI,,E,Mexico
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12047,31/12/2019,295,P1Y,Clarity AI,,E,Mexico
Ferrovial SA,4295889649,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,145.47,31/12/2020,295,P1Y,Clarity AI,,E,Spain
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,285,31/12/2017,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,220,31/12/2018,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,372,31/12/2020,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,361,31/12/2019,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,349,31/12/2021,293,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,284,31/12/2016,293,P1Y,Clarity AI,,E,"Taiwan, China"
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32,31/12/2021,292,P1Y,Clarity AI,31/12/2021 0:00,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,144,31/12/2016,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,135,31/12/2019,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,145,31/12/2018,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,147,31/12/2017,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,141,31/12/2020,292,P1Y,Clarity AI,,E,Malaysia
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2995,31/12/2017,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2627,31/12/2019,290,P1Y,Clarity AI,31/12/2019 0:00,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3090,31/12/2018,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3105,31/12/2016,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2544,31/12/2021,290,P1Y,Clarity AI,31/12/2021 0:00,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2720,31/12/2020,290,P1Y,Clarity AI,,E,Austria
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,346,31/12/2017,287,P1Y,Clarity AI,31/12/2017 0:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,274,31/12/2020,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,257,31/12/2022,287,P1Y,Clarity AI,31/12/2022 0:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,263,31/12/2021,287,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,312,31/12/2018,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,316,31/12/2016,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,298,31/12/2019,287,P1Y,Clarity AI,,E,South Africa
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1764,31/12/2020,285,P1Y,Clarity AI,,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2001,31/12/2021,285,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2381,31/12/2017,285,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1831,31/12/2019,285,P1Y,Clarity AI,,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2142,31/12/2018,285,P1Y,Clarity AI,,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2306,31/12/2016,285,P1Y,Clarity AI,,E,United States
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,364,31/12/2021,283,P1Y,Clarity AI,31/12/2021 0:00,E,India
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,380,31/12/2019,283,P1Y,Clarity AI,,E,India
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1191,31/12/2016,283,P1Y,Clarity AI,,E,India
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,360,31/12/2017,283,P1Y,Clarity AI,31/12/2017 0:00,E,India
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,440,31/12/2018,283,P1Y,Clarity AI,,E,India
Banpu PCL,4295892746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1010,31/12/2021,283,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
Banpu PCL,4295892746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,302,31/12/2017,283,P1Y,Clarity AI,31/12/2017 0:00,E,Thailand
Banpu PCL,4295892746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,862,31/12/2020,283,P1Y,Clarity AI,,E,Thailand
Banpu PCL,4295892746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,680,31/12/2016,283,P1Y,Clarity AI,,E,Thailand
